timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-05-19T09:09:49,codecarbon,fdaefcef-10b8-4589-b609-b2e7e6d9faad,613.4666936397552,0.003604269550544807,5.875248954691149e-06,42.5,92.50500000000001,4.754399299621582,0.007238129776053959,0.008954722557463645,0.0008084191313163892,0.017001271464833996,Italy,ITA,,,,Linux-5.15.107+-x86_64-with-glibc2.31,3.10.11,2.2.1,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,,,12.678398132324219,machine,N
