timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-05-19T08:59:01,codecarbon,5bfa10de-f12b-4331-9ed2-c02f34660452,24.47603154182434,0.00011185265043547364,4.569885042203072e-06,42.5,30.68,4.754399299621582,0.0002888035507665741,0.000206556011448635,3.224727946155345e-05,0.0005276068416767625,Italy,ITA,,,,Linux-5.15.107+-x86_64-with-glibc2.31,3.10.11,2.2.1,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,,,12.678398132324219,machine,N
