timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-05-19T10:02:14,codecarbon,76bbd3e7-cee4-4274-80a7-b3081a8b2d78,701.3809535503387,0.004562225908678774,6.504633303178711e-06,42.5,72.793,4.754399299621582,0.008274695525897876,0.01232107738121351,0.0009241606243922736,0.02151993353150365,Italy,ITA,,,,Linux-5.15.107+-x86_64-with-glibc2.31,3.10.11,2.2.1,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,,,12.678398132324219,machine,N
