,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,loss,accuracy
0,2023-05-18T13:59:36,codecarbon,c381f67c-c958-4448-ba66-e9c55bfa99e3,33.8952751159668,0.0001732873803516,5.112434690639075e-06,42.5,37.368,4.754396438598633,0.0003999709288279,0.0003727341778131,4.468819690427609e-05,0.0008173933035453,Italy,ITA,,,,Linux-5.15.107+-x86_64-with-glibc2.31,3.10.11,2.2.1,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,,,12.678390502929688,machine,N,1.63,39.37
