,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,loss,accuracy
0,2023-05-18T10:30:23,codecarbon,5a3973fb-d8e4-4676-a194-527acbd91d8c,26.756612539291385,0.0001596069881936,5.965141811551579e-06,42.5,75.783,4.754399299621582,0.0003157756547133,0.0004018106564587,3.5276840684613455e-05,0.0007528631518566,Italy,ITA,,,,Linux-5.15.107+-x86_64-with-glibc2.31,3.10.11,2.2.1,2,Intel(R) Xeon(R) CPU @ 2.30GHz,1,1 x Tesla T4,,,12.67839813232422,machine,N,1.55,42.94
