,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,loss,accuracy
0,2023-05-18T14:06:14,codecarbon,f8e66368-cc01-4f61-8b1e-0ac9deafd750,34.09177851676941,0.0002100899005107,6.162479918947426e-06,42.5,78.908,4.754396438598633,0.0004022904144393,0.0005437559075733,4.4943774736421656e-05,0.000990990096749,Italy,ITA,,,,Linux-5.15.107+-x86_64-with-glibc2.31,3.10.11,2.2.1,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,,,12.678390502929688,machine,N,1.64,38.27
