,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,loss
0,2023-05-18T09:42:31,codecarbon,b20ecabf-efb3-4d61-9308-c936034084a0,117.69906282424928,0.0007309794518419,6.210580053075629e-06,42.5,85.034,4.754399299621582,0.001388845153484,0.001904037252656,0.0001551338761333,0.0034480162822734,Italy,ITA,,,,Linux-5.15.107+-x86_64-with-glibc2.31,3.10.11,2.2.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,,,12.67839813232422,machine,N,1.82
