,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,loss,accuracy
0,2023-05-18T14:12:23,codecarbon,0417cad7-f9d2-4fce-bc51-eee9458e5fa0,33.72058296203613,0.0002039388802476,6.047904939166329e-06,42.5,36.461,4.754396438598633,0.0003979092241989,0.0005196160995969,4.4450526428966e-05,0.0009619758502248,Italy,ITA,,,,Linux-5.15.107+-x86_64-with-glibc2.31,3.10.11,2.2.1,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,,,12.678390502929688,machine,N,1.63,39.58
