,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,loss,accuracy
0,2023-05-18T10:50:29,codecarbon,68375253-39fe-4a66-a5ee-dde13b71926a,25.25637722015381,0.0001794197975164,7.103940361377934e-06,42.5,75.783,4.754399299621582,0.0002980541149775,0.0005149693962195,3.329628840873094e-05,0.0008463197996058,Italy,ITA,,,,Linux-5.15.107+-x86_64-with-glibc2.31,3.10.11,2.2.1,2,Intel(R) Xeon(R) CPU @ 2.30GHz,1,1 x Tesla T4,,,12.67839813232422,machine,N,1.48,45.74
