,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,loss,accuracy
0,2023-05-18T13:53:26,codecarbon,b8174983-8d5e-48d6-93aa-80dc3ce07fb7,33.60612273216248,0.0002462999622568,7.329020494861708e-06,42.5,64.356,4.754396438598633,0.0003964068214098,0.0007211302204879,4.425523289872029e-05,0.0011617922747964,Italy,ITA,,,,Linux-5.15.107+-x86_64-with-glibc2.31,3.10.11,2.2.1,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,,,12.678390502929688,machine,N,1.51,44.59
