,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,loss
0,2023-05-18T13:58:44,codecarbon,eba0ff12-8078-48b1-b1f7-f5d446b9f78b,206.8396418094635,0.0014210753768413,6.870420797529634e-06,42.5,72.665,4.754396438598633,0.0024408076264792,0.0039897463554439,0.0002726317578943,0.0067031857398175,Italy,ITA,,,,Linux-5.15.107+-x86_64-with-glibc2.31,3.10.11,2.2.1,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,,,12.678390502929688,machine,N,1.84
