,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,loss
0,2023-05-18T09:46:54,codecarbon,822cb47f-4568-460e-8ecc-2468d78f8949,117.19391465187071,0.0008707584477282,7.430065377668046e-06,42.5,43.103,4.754399299621582,0.0013830218815141,0.0025698781415522,0.0001544511454631,0.0041073511685294,Italy,ITA,,,,Linux-5.15.107+-x86_64-with-glibc2.31,3.10.11,2.2.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,,,12.67839813232422,machine,N,1.8
