,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,loss
0,2023-05-18T09:51:21,codecarbon,cdf3a285-8882-481d-8e21-2eab35951200,119.48375988006592,0.0007109917872035,5.950530749260439e-06,42.5,96.611,4.754399299621582,0.0014100230609377,0.0017861920118933,0.0001575197724688,0.0033537348452999,Italy,ITA,,,,Linux-5.15.107+-x86_64-with-glibc2.31,3.10.11,2.2.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,,,12.67839813232422,machine,N,1.84
