timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-05-19T13:59:15,codecarbon,d0654266-35b0-4ec2-858e-b656ca192413,891.1669089794159,0.0054046972298036665,6.064741829331663e-06,42.5,74.513,4.754399299621582,0.010514190438886482,0.013805397559873924,0.0011742668588040448,0.025493854857564464,Italy,ITA,,,,Linux-5.15.107+-x86_64-with-glibc2.31,3.10.11,2.2.1,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,,,12.678398132324219,machine,N
