timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-05-19T14:33:35,codecarbon,ebf8572a-82d8-4f7d-96ed-7dbfe10a0084,32.88002157211304,0.0002621387630321137,7.972584885845844e-06,42.5,70.303,4.754399299621582,0.0003878646123740409,0.0008053361327538889,4.3302854080153755e-05,0.0012365035992080834,Italy,ITA,,,,Linux-5.15.107+-x86_64-with-glibc2.31,3.10.11,2.2.1,2,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,,,12.678398132324219,machine,N
